current_btc,current_risk,current_conflicts,forecast_date,base_case,bull_case,bear_case,stress_scenario
89354.34377512129,0.008771929824561384,0.2307692307692308,2026-02-16,89471.91528008855,92148.9040297858,86794.9265303913,89589.48678505581
