title,brand,price,$/gb,currency,capacity_gb,speed,form_factor,condition,link,source,itemGroupType
Corsair Vengeance RGB 64GB (2x32GB) DDR5 6000MHz UDIMM Grey AMD EXPO Intel XMP,Corsair,469.00,7.328125,USD,64,DDR5,Desktop,New,https://www.ebay.com/itm/397424549991?campid=5339111681,Ebay,
Team Group 16GB (2 x 8GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Memory,Team Group,179.00,11.1875,USD,16,DDR5,Desktop,New,https://www.ebay.com/itm/187874912010?campid=5339111681,Ebay,
G.SKILL Trident Z5 Royal Series 32GB (2 x 16GB) 288-Pin PC RAM DDR5 7600 (PC5 60,G.Skill,463.49,14.4840625,USD,32,DDR5,Desktop,New,https://www.ebay.com/itm/387056803294?campid=5339111681,Ebay,
G.SKILL Flare X5 16GB (2 x 8GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Mem,G.Skill,224.99,14.061875,USD,16,DDR5,Desktop,New,https://www.ebay.com/itm/297861252761?campid=5339111681,Ebay,
RAM Team T-Force 32GB(2x16GB) 5200MHz DELTA RGB DDR5 DESKTOP MEMORY WHITE CL40,T-Force,289.00,9.03125,USD,32,5200MHz,Desktop,Open box,https://www.ebay.com/itm/357892204931?campid=5339111681,Ebay,
Team Group 16GB (2 x 8GB) DDR5 RGB RAM - 6000MHz - FF4D516G6000HC38ADC01,Team Group,174.99,10.936875,USD,16,DDR5,Desktop,New,https://www.ebay.com/itm/187869675900?campid=5339111681,Ebay,
RAM Team T-Force 16GB 5200MHz DELTA RGB DDR5 DESKTOP MEMORY WHITE CL40,T-Force,158.00,9.875,USD,16,5200MHz,Desktop,Open box,https://www.ebay.com/itm/358019030580?campid=5339111681,Ebay,
Crucial - 128GB Kit (2x64GB) DDR5 5600MHz C46 SODIMM Laptop Memory - Black,Crucial,926.99,7.242109375,USD,128,DDR5,Laptop,New,https://www.ebay.com/itm/197794177436?campid=5339111681,Ebay,
SAMSUNG 8GB DDR5 5600 Laptop SODIMM RAM 1Rx16 PC5-5600B for DELL HP Lenovo Acer,Samsung,55.00,6.875,USD,8,DDR5,Laptop,Used,https://www.ebay.com/itm/177704755453?campid=5339111681,Ebay,
G.SKILL Trident Z5 Royal Series 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6400 (PC5 51,G.Skill,494.49,15.4528125,USD,32,DDR5,Desktop,New,https://www.ebay.com/itm/387056803297?campid=5339111681,Ebay,
Team T-Force Vulcan 16GB (2 x 8GB) 288-Pin PC RAM DDR5 5200 (PC5 41600) Intel XM,T-Force,175.49,10.968125,USD,16,DDR5,Desktop,New,https://www.ebay.com/itm/295170146893?campid=5339111681,Ebay,
New Kingston Fury 32GB (2x16GB) RAM DDR5 5600MHz KF556S40IBK2-32 SODIMM,Kingston,269.99,8.4371875,USD,32,DDR5,Laptop,New,https://www.ebay.com/itm/358033224284?campid=5339111681,Ebay,
Crucial - 64GB Kit (2x32GB) DDR5 5600MHz C46 SODIMM Laptop Memory - Black,Crucial,488.99,7.64046875,USD,64,DDR5,Laptop,New,https://www.ebay.com/itm/197939056789?campid=5339111681,Ebay,
Crucial - Pro 32GB (2x16GB) DDR5 5600MHz C46 UDIMM Desktop Memory - Black,Crucial,260.99,8.1559375,USD,32,DDR5,Desktop,New,https://www.ebay.com/itm/205117559099?campid=5339111681,Ebay,
SK Hynix 32GB DDR5 5600Mhz Desktop RAM UDIMM Non-ECC PC5-44800  HMCG88AGBUA081N,SK Hynix,249.00,7.78125,USD,32,DDR5,Server,Used,https://www.ebay.com/itm/136865959210?campid=5339111681,Ebay,
Crucial - Pro OC Gaming 32GB (2x16GB) DDR5 6400MHz C38 UDIMM Intel XMP 3.0 & ...,Crucial,292.99,9.1559375,USD,32,DDR5,Desktop,New,https://www.ebay.com/itm/326645127313?campid=5339111681,Ebay,
BRAND NEW CORSAIR VENGEANCE RGB 64GB (2x32GB) DDR5 6400MHz C32 UDIMM,Corsair,504.44,7.881875,USD,64,DDR5,Desktop,New,https://www.ebay.com/itm/116943802884?campid=5339111681,Ebay,
Sabrent Rocket  Desktop DDR5 (1x32GB) PC5-38400 - 4800MHz CL40 1.1V 🔥,SABRENT,219.95,6.8734375,USD,32,DDR5,Desktop,Used,https://www.ebay.com/itm/376791222132?campid=5339111681,Ebay,
Kingston FURY Beast 8GB DDR5 SDRAM Desktop Memory,Kingston,89.95,11.24375,USD,8,DDR5,Desktop,Used,https://www.ebay.com/itm/116931238665?campid=5339111681,Ebay,
Micron 8gb 1Rx16 DDR5 Laptop RAM MTC4C10163S1SC56BD1 OEM SODIMM PC5-5600b,Micron,50.00,6.25,USD,8,DDR5,Laptop,Used,https://www.ebay.com/itm/177705166970?campid=5339111681,Ebay,
Crucial - Pro Overclocking 32GB (2x16GB) DDR5 6000MHz C36 UDIMM Desktop Memor...,Crucial,273.99,8.5621875,USD,32,DDR5,Desktop,New,https://www.ebay.com/itm/205117563745?campid=5339111681,Ebay,
G.SKILL Trident Z5 Neo RGB 32GB (2x16GB) DDR5 6000  F5-6000J3636F16GX2-TZ5NR,G.Skill,349.95,10.9359375,USD,32,DDR5,Desktop,Open box,https://www.ebay.com/itm/205943875646?campid=5339111681,Ebay,
SK Hynix 5600 Desktop RAM UDIMM 16GB DDR5 2x8GB 1Rx16 PC5-5600B HMCG66AGBUA081N,SK Hynix,155.00,9.6875,USD,16,DDR5,Desktop,Used,https://www.ebay.com/itm/336354650196?campid=5339111681,Ebay,
G.SKILL Trident Z5 RGB 32GB (2x16) DDR5 6400MHz CL32 White Desktop RAM XMP 3.0,G.Skill,349.99,10.9371875,USD,32,DDR5,Desktop,Used,https://www.ebay.com/itm/317690265238?campid=5339111681,Ebay,
G.SKILL Trident Z5 RGB Series 32GB (2 x 16GB) 288-Pin DDR5 5600 Intel XMP 3.0,G.Skill,200.00,6.25,USD,32,DDR5,Desktop,Open box,https://www.ebay.com/itm/358048174327?campid=5339111681,Ebay,
Crucial Pro 128GB Desktop Gaming Memory Kit 2x64GB DDR5 RAM 5600MHz UDIMM,Crucial,950.00,7.421875,USD,128,DDR5,Desktop,New,https://www.ebay.com/itm/306673095287?campid=5339111681,Ebay,
CORSAIR VENGEANCE RGB DDR5 32GB (2x16GB) 6400MHz CMH32GX5M2N6400C36,Corsair,299.00,9.34375,USD,32,DDR5,Desktop,Open box,https://www.ebay.com/itm/287029980821?campid=5339111681,Ebay,
G.SKILL Trident Z5 RGB Series 32GB (1 x 32GB) DDR5 6400 CL32 Memory,G.Skill,265.00,8.28125,USD,32,DDR5,Desktop,Used,https://www.ebay.com/itm/236544321471?campid=5339111681,Ebay,
G.SKILL 32GB (2x16GB) DDR5 6400 Desktop RAM F5-6400J3239G16GA2-TZ5RK,G.Skill,359.99,11.2496875,USD,32,DDR5,Desktop,Used,https://www.ebay.com/itm/205943856798?campid=5339111681,Ebay,
SK hynix  32GB DDR5 5600MHz UDIMM Desktop RAM,SK Hynix,269.99,8.4371875,USD,32,DDR5,Desktop,Open box,https://www.ebay.com/itm/336329866739?campid=5339111681,Ebay,
🚀 Crucial 32GB DDR5 5600MHz SODIMM - PULLED FROM NEW DEVICE!,Crucial,249.00,7.78125,USD,32,DDR5,Laptop,Open box,https://www.ebay.com/itm/297865730715?campid=5339111681,Ebay,
CORSAIR DOMINATOR TITANIUM 64GB (2 x 32GB) DDR5-6600 PC5-52800  DIMM RGB Memory,Corsair,752.37,11.75578125,USD,64,DDR5-6600,Desktop,New,https://www.ebay.com/itm/357990149789?campid=5339111681,Ebay,
Team Group Vulcan 32GB (2 x 16GB) 288-Pin DDR5 6000 CL38 PC RAM Desktop Memory,Team Group,279.99,8.7496875,USD,32,DDR5,Desktop,New,https://www.ebay.com/itm/257260955386?campid=5339111681,Ebay,
corsair vengeance rgb black 6000mhz cl30 ddr5 ram 2x16 32gb,Corsair,320.00,10.0,USD,32,6000mhz,Desktop,Used,https://www.ebay.com/itm/227144761903?campid=5339111681,Ebay,
CORSAIR Vengeance RGB 16GB (2x 8GB) DDR5 Desktop Memory RAM PC5 5200Mt/s,Corsair,204.99,12.811875,USD,16,DDR5,Desktop,New,https://www.ebay.com/itm/366076955747?campid=5339111681,Ebay,
Corsair Vengeance RGB DDR5 64GB RAM 6400MHz C36 1.35V,Corsair,449.99,7.03109375,USD,64,DDR5,Desktop,Open box,https://www.ebay.com/itm/205944258448?campid=5339111681,Ebay,
Crucial DDR5-4800 UDIMM 32GB (2x16GB) Desktop Memory RAM Kit,Crucial,300.00,9.375,USD,32,DDR5-4800,Desktop,New,https://www.ebay.com/itm/297853531428?campid=5339111681,Ebay,
Samsung 1x16GB PC5-44800 DDR5 5600 MHz UDIMM Desktop Memory RAM M323R2GA3DB0-CWM,Samsung,195.50,12.21875,USD,16,DDR5,Desktop,New,https://www.ebay.com/itm/116431974324?campid=5339111681,Ebay,
✅ BRAND NEW CORSAIR VENGEANCE DESKTOP MEMORY DDR5 RAM 64GB (2x32GB) 5200MHz ✅,Corsair,800.00,12.5,USD,64,DDR5,Desktop,New,https://www.ebay.com/itm/317659849522?campid=5339111681,Ebay,
G.SKILL Trident Z5 RGB Series 96GB (2 x 48GB) 288-Pin PC RAM DDR5 6400 (PC5,G.Skill,779.00,8.114583333333334,USD,96,DDR5,Desktop,New,https://www.ebay.com/itm/317508759451?campid=5339111681,Ebay,
CORSAIR VENGEANCE RGB DDR5 RAM 32GB (2x16GB) 6000MHz White CMH32GX5M2E6000C36W,Corsair,338.00,10.5625,USD,32,DDR5,Desktop,New,https://www.ebay.com/itm/197972682545?campid=5339111681,Ebay,
CORSAIR CMH16GX5M2B5200C40 Vengeance RGB DDR5 Memory Modules 16GB (2x 8GB) DDR5,Corsair,209.99,13.124375,USD,16,DDR5,Desktop,Open box,https://www.ebay.com/itm/336325077382?campid=5339111681,Ebay,
Micron 8GB DDR5 5600 MHz  SODIMM Laptop Memory RAM,Micron,53.00,6.625,USD,8,DDR5,Laptop,Used,https://www.ebay.com/itm/127557815224?campid=5339111681,Ebay,
Brand New Sealed Team Group 16GB (2 x 8GB) 288-Pin PC RAM DDR5 6000 - WHITE,Team Group,179.00,11.1875,USD,16,DDR5,Desktop,New,https://www.ebay.com/itm/336353229033?campid=5339111681,Ebay,
Corsair Vengeance RGB DDR5 RAM 64GB (2x32GB) 6400MHz 1.40v (CMH32GX5M2B6400C36),Corsair,449.99,7.03109375,USD,64,DDR5,Desktop,Open box,https://www.ebay.com/itm/205944276892?campid=5339111681,Ebay,
✅G. Skill Trident Z5 RGB DDR5 32GB (2x16GB) 6000MT/s✅,G.SKILL,480.00,15.0,USD,32,DDR5,Desktop,New,https://www.ebay.com/itm/317659900236?campid=5339111681,Ebay,
BRAND NEW CORSAIR VENGEANCE RGB 64GB (2x32GB) DDR5 6400MHz C32 UDIMM!!!,Corsair,505.00,7.890625,USD,64,DDR5,Desktop,New,https://www.ebay.com/itm/306652504059?campid=5339111681,Ebay,
G.SKILL Flare X5 32GB (2 x 16GB) PC5-48000 (DDR5-6000) 36-36 Latency DIMM Memory,G.Skill,339.99,10.6246875,USD,32,DDR5-6000,Desktop,New,https://www.ebay.com/itm/267521551527?campid=5339111681,Ebay,
Kingston Fury Beast DDR5 Kit 16 GB DDR5 6000 MHz ECC DIMM CL30 KF560C30BBEK2-16,Kingston,249.00,15.5625,USD,16,DDR5,Server,New,https://www.ebay.com/itm/227131706218?campid=5339111681,Ebay,
Crucial 32 GB DDR5 4800MHz SODIMM Laptop RAM,Crucial,194.00,6.0625,USD,32,DDR5,Laptop,Used,https://www.ebay.com/itm/177703955661?campid=5339111681,Ebay,
8GB SK Hynix 1Rx16 PC5-38400 DDR5 4800MHz SO-DIMM Laptop RAM - HMCG66MEBSA092N,SK Hynix,44.95,5.61875,USD,8,DDR5,Laptop,Used,https://www.ebay.com/itm/297853061916?campid=5339111681,Ebay,
SK Hynix DDR5 SODIMM CHINA: 8GB 1Rx16 PC5 - 5600B - SCO - 1010 - XT RAM,SK Hynix,44.00,5.5,USD,8,DDR5,Laptop,Used,https://www.ebay.com/itm/177704730101?campid=5339111681,Ebay,
Patriot Viper Elite 5 RGB 16GB (1x16GB) DDR5-6000 PC5-48000 CL30 XMP/EXPO PC RAM,Patriot,179.99,11.249375,USD,16,DDR5-6000,Desktop,New,https://www.ebay.com/itm/176920028323?campid=5339111681,Ebay,
Corsair Vengeance RGB Desktop Memory 48GB 2x24GB  DDR5-7200 MHz,Corsair,549.99,11.458125,USD,48,DDR5-7200,Desktop,Used,https://www.ebay.com/itm/177704958353?campid=5339111681,Ebay,
🔥 G.Skill Flare X5 32GB (2x16GB) DDR5 6000 CL36 36-36-36-96 Desktop RAM 🔥,G.Skill,299.95,9.3734375,USD,32,DDR5,Desktop,New,https://www.ebay.com/itm/285018450529?campid=5339111681,Ebay,
Corsair Vengeance RGB 32GB DDR5-6000 DIMM,Corsair,334.99,10.4684375,USD,32,DDR5-6000,Desktop,New,https://www.ebay.com/itm/389371296899?campid=5339111681,Ebay,
CORSAIR Vengeance RGB 16GB (2 x 8GB) 288-Pin PC RAM DDR5 5200 (PC5 41600) Deskto,Corsair,226.99,14.186875,USD,16,DDR5,Desktop,New,https://www.ebay.com/itm/305713918056?campid=5339111681,Ebay,
Kingston 32GB DDR5-4800 UDIMM KVR48U40BD8-32 Memory RAM,Kingston,279.99,8.7496875,USD,32,DDR5-4800,Desktop,New,https://www.ebay.com/itm/227133205701?campid=5339111681,Ebay,
G.SKILL Trident Z5 Neo RGB Series AMD EXPO 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6,G.Skill,370.99,11.5934375,USD,32,DDR5,Desktop,New,https://www.ebay.com/itm/304632559533?campid=5339111681,Ebay,
Samsung 16GB PC5-38400 DDR5 4800 MHz DIMM Desktop Memory RAM (M323R2GA3BB0-CQK),Samsung,258.21,16.138125,USD,16,DDR5,Desktop,New,https://www.ebay.com/itm/325193753064?campid=5339111681,Ebay,
Team Group Delta RGB 16GB (2x8GB) DDR5-6000 CL38 Ram White NEW,Team Group,174.49,10.905625,USD,16,DDR5-6000,Desktop,New,https://www.ebay.com/itm/326925646375?campid=5339111681,Ebay,
Kingston Fury Beast RGB 32GB (2x16GB) 6400MT/s DDR5 CL32 KF564C32BBEAK2-32,Kingston,418.00,13.0625,USD,32,6400MT/s,Desktop,New,https://www.ebay.com/itm/197972677263?campid=5339111681,Ebay,
CORSAIR VENGEANCE RGB 32GB (1x32GB) DDR5 6400 CL32 Memory,Corsair,263.00,8.21875,USD,32,DDR5,Desktop,Used,https://www.ebay.com/itm/236539588536?campid=5339111681,Ebay,
SKhynix DDR5 SODIMM 8GB 1Rx16 PC5-5600B HMCG66AGBSA095N,SK Hynix,45.00,5.625,USD,8,DDR5,Laptop,Used,https://www.ebay.com/itm/177705122550?campid=5339111681,Ebay,
Corsair VENGEANCE 32GB (1x32GB) DDR5 DRAM 5200MT/s CL40 Desktop Memory Ram,Corsair,275.00,8.59375,USD,32,DDR5,Desktop,Used,https://www.ebay.com/itm/205942974862?campid=5339111681,Ebay,
TEAMGROUP T-FORCE DELTA RGB DDR5 Ram 32GB (2x16GB) 6000MHz PC5-48000 CL30,Team Group,358.98,11.218125,USD,32,DDR5,Desktop,New,https://www.ebay.com/itm/136872426122?campid=5339111681,Ebay,
TEAMGROUP T-Create Expert DDR5 16GB (2x8GB) 6000MHz DIMM Desktop RAM,Team Group,275.00,17.1875,USD,16,DDR5,Desktop,Used,https://www.ebay.com/itm/127580352463?campid=5339111681,Ebay,
TEAMGROUP Elite DDR5 32GB Kit (2x16GB) 5600Mhz PC5-44800 ECC TED516G5600C46BK,Team Group,299.99,9.3746875,USD,32,DDR5,Server,New,https://www.ebay.com/itm/336355897907?campid=5339111681,Ebay,
Corsair VENGEANCE 32GB (1x32GB) DDR5 DRAM 5200MT/s CL40 Desktop Memory Ram,Corsair,275.00,8.59375,USD,32,DDR5,Desktop,Used,https://www.ebay.com/itm/205942974862?campid=5339111681,Ebay,
CORSAIR VENGEANCE RGB 64GB (2x32GB) DDR5 6400MHz C32 UDIMM (Brand New),Corsair,499.99,7.81234375,USD,64,DDR5,Desktop,New,https://www.ebay.com/itm/227144189219?campid=5339111681,Ebay,
Crucial Pro DDR5 Desktop Memory Kit 64GB (2x32GB 6000MHz CL40) for Overclocking,Crucial,479.99,7.49984375,USD,64,DDR5,Desktop,New,https://www.ebay.com/itm/306673096853?campid=5339111681,Ebay,
G.SKILL Flare X5 96GB (2 x 48GB) 288-Pin PC RAM DDR5 5600 (PC5 44800) Desktop Me,G.Skill,999.00,10.40625,USD,96,DDR5,Desktop,New,https://www.ebay.com/itm/127580902642?campid=5339111681,Ebay,
Crucial - 16GB DDR5 5600MHz C46 SODIMM Laptop Memory - Black,Crucial,120.99,7.561875,USD,16,DDR5,Laptop,New,https://www.ebay.com/itm/205897251185?campid=5339111681,Ebay,
G.Skill RAM DDR5 32GB 2x16GB 6000 CL26 Trident Z5 Neo RGB 6000J2636H16GX2-TZ5NR,G.Skill,820.90,25.653125,USD,32,DDR5,Desktop,New,https://www.ebay.com/itm/257238735770?campid=5339111681,Ebay,
Corsair Dominator Platinum RGB 64GB/2X32GB DDR5 5600MHz Dram - WHITE,Corsair,650.00,10.15625,USD,64,DDR5,Desktop,Open box,https://www.ebay.com/itm/205943580409?campid=5339111681,Ebay,
G.Skill Trident Z5 Neo RGB Series 32GB (2x16) 6000MT/s DDR5 CL30 Desktop Memory,G.Skill,385.00,12.03125,USD,32,6000MT/s,Desktop,New,https://www.ebay.com/itm/187865780262?campid=5339111681,Ebay,
SK hynix 16GB DDR5 5600MHz SODIMM Laptop RAM 1Rx8 - HMCG78AGBSA092N,SK Hynix,130.00,8.125,USD,16,DDR5,Laptop,Used,https://www.ebay.com/itm/277599814424?campid=5339111681,Ebay,
Team Group T-CREATE EXPERT 32GB (2 x 16GB)  PC RAM DDR5 6000 ,Team Group,269.99,8.4371875,USD,32,DDR5,Desktop,Used,https://www.ebay.com/itm/358047458779?campid=5339111681,Ebay,
"Crucial Pro 96GB DDR5 RAM Kit (2x48GB), 5600MHz (or 5200MHz or 4800MHz) Desktop",Crucial,600.00,6.25,USD,96,DDR5,Desktop,Used,https://www.ebay.com/itm/317670886203?campid=5339111681,Ebay,
